FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED,
22657,Triton Minecraft,Art Block & Study Session,20241122T00:00:00Z                 11/22/2024 12:00 AM,Bear Room,$253.85,,20241015T13:37:53Z                     10/15/2024 1:37:53 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22658,Women's Club Basketball @ UC San Diego,UCLA at John Wooden Athletic Center,20241116T00:00:00Z                 11/16/2024 12:00 AM,John Wooden Athletic Center,$285.00,,20241015T14:54:47Z                     10/15/2024 2:54:47 PM,Final                                                                                                                                      Details
22659,Ahlul-Bayt Student Association,ABSA Giveaway,20241205T00:00:00Z                 12/05/2024 12:00 AM,Bear Room,$384.00,,20241015T19:25:11Z                     10/15/2024 7:25:11 PM,Final                                                                                                                                      Details
22660,Sun God Soccer,Sun God Soccer Pickup Soccer,20241207T00:00:00Z                 12/07/2024 12:00 AM,Playing Fields(MUIR FIELD),$346.42,,20241016T16:36:13Z                     10/16/2024 4:36:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22661,Musicians Club @ UC San Diego,Musicians’ Club Fall Finale,20241122T00:00:00Z                 11/22/2024 12:00 AM,Sun God Lawn,"$1,076.62",,20241101T09:58:46Z                     11/1/2024 9:58:46 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22662,Society of Asian Scientists and Engineers at UC San Diego,Shake Your SASE Tails,20241126T00:00:00Z                 11/26/2024 12:00 AM,SME 248 ASML Conference Center,$510.74,,20241016T22:57:38Z                     10/16/2024 10:57:38 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22664,Triton Quantitative Trading,Poker and Board Games,20241124T00:00:00Z                 11/24/2024 12:00 AM,CSE Basement,$987.64,,20241025T22:39:05Z                     10/25/2024 10:39:05 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22665,Triton Quantitative Trading,Project Workshops,20241122T00:00:00Z                 11/22/2024 12:00 AM,CSE B225,$201.91,,20241017T01:33:45Z                     10/17/2024 1:33:45 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22669,Tritones at UC San Diego,Tritones at UC San Diego Fall Show,20241206T00:00:00Z                 12/06/2024 12:00 AM,Price Center Theater,$525.00,,20241101T11:29:23Z                     11/1/2024 11:29:23 AM,Final                                                                                                                                      Details
22670,Care2Share at UC San Diego,C2S GBM #3,20241120T00:00:00Z                 11/20/2024 12:00 AM,ONLINE,$180.00,,20241025T16:15:25Z                     10/25/2024 4:15:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22671,Women in Business,Friendsgiving,20241118T00:00:00Z                 11/18/2024 12:00 AM,Student Services Center Multipurpose Room,$800.00,,20241018T00:54:23Z                     10/18/2024 12:54:23 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22672,Video Game Development Club (VGDC) at UC San Diego,TCP Pitch Showcase,20241126T00:00:00Z                 11/26/2024 12:00 AM,CSE 1202,$404.67,,20241018T18:33:55Z                     10/18/2024 6:33:55 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22673,BRASA,GBM,20241126T00:00:00Z                 11/26/2024 12:00 AM,Warren College Room,$388.98,,20241018T14:37:54Z                     10/18/2024 2:37:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22674,Triton Flex,Triton Flex Fall Bodybuilding Show,20241123T00:00:00Z                 11/23/2024 12:00 AM,Price Center Ballroom East,$422.38,,20241018T15:39:15Z                     10/18/2024 3:39:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22675,Fusheng Chinese Drama Troupe,Fusheng Chinese Drama Troupe Fall Drama Festival Rehearsal & Performance,20241124T00:00:00Z                 11/24/2024 12:00 AM,Price Center Theater,$482.50,,20241018T20:03:34Z                     10/18/2024 8:03:34 PM,Final                                                                                                                                      Details
22676,Data Science Student Society,DS3 Finals Cram,20241127T00:00:00Z                 11/27/2024 12:00 AM,Price Center - Red Shoe Room,$301.67,,20241018T16:21:20Z                     10/18/2024 4:21:20 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22678,Institute of Electrical and Electronics Engineers (IEEE),IEEE Outreach Soldering Workshop for students,20241116T00:00:00Z                 11/16/2024 12:00 AM,ASML,$198.17,,20241018T17:04:13Z                     10/18/2024 5:04:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22679,Mixed Student Union,IdentiTEA,20241120T00:00:00Z                 11/20/2024 12:00 AM,Cross Cultural Center - Art Space,$180.75,,20241018T20:26:15Z                     10/18/2024 8:26:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22686,Undergraduate Women in Computing at UC San Diego,GBM #3: Breast Cancer Awareness,20241125T00:00:00Z                 11/25/2024 12:00 AM,ASML Room,$650.00,,20241018T21:18:26Z                     10/18/2024 9:18:26 PM,Final                                                                                                                                      Details
22688,Stationery Club,Air Dry Clay Stationery Items Workshop,20241125T00:00:00Z                 11/25/2024 12:00 AM,Marshall College Room,$400.00,,20241018T21:57:02Z                     10/18/2024 9:57:02 PM,Final                                                                                                                                      Details
22689,Movimiento Estudiantil Chicanx por Activismo (MEChA),MEChA's Annual Queer Mixer,20241122T00:00:00Z                 11/22/2024 12:00 AM,Cross Cultural Center - Community Room,$484.88,,20241018T22:04:01Z                     10/18/2024 10:04:01 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22691,Symphonic Student Association,Wind Ensemble Reception FA24,20241205T00:00:00Z                 12/05/2024 12:00 AM,Mandeville East Room,$449.48,,20241019T13:44:29Z                     10/19/2024 1:44:29 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22693,Pakistani Student Association,End of Fall Quarter Dawat,20241205T00:00:00Z                 12/05/2024 12:00 AM,Student Center Huerta- Vera Cruz,$559.23,,20241022T17:09:12Z                     10/22/2024 5:09:12 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22695,oSTEM (Out in STEM),Lock-In Study Social,20241202T00:00:00Z                 12/02/2024 12:00 AM,LGBT Resource Center,$97.99,,20241022T20:28:15Z                     10/22/2024 8:28:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22696,Rotaract Club at UC San Diego,End of Quarter Celebration GBM - Week 10,20241202T00:00:00Z                 12/02/2024 12:00 AM,ASANTE 123AD,$226.29,,20241023T15:42:34Z                     10/23/2024 3:42:34 PM,Final                                                                                                                                      Details
22697,Transfers in Science,Transfers in Science Game Night Social,20241204T00:00:00Z                 12/04/2024 12:00 AM,Bear Room,$200.00,,20241023T22:53:52Z                     10/23/2024 10:53:52 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22698,Duly Noted,Fall Concert,20241205T00:00:00Z                 12/05/2024 12:00 AM,Price Center Theater,$450.00,,20241023T23:37:17Z                     10/23/2024 11:37:17 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22699,Armenian Student Association,Thanksgiving,20241202T00:00:00Z                 12/02/2024 12:00 AM,Price Center - Red Shoe Room,$128.83,,20241024T01:24:10Z                     10/24/2024 1:24:10 AM,Final                                                                                                                                      Details
22700,Public Health Undergraduate Organization at UC San Diego,Public Health Undergraduate Organization Study Social,20241203T00:00:00Z                 12/03/2024 12:00 AM,Warren College Room,$235.35,,20241024T12:58:45Z                     10/24/2024 12:58:45 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22701,Society of Asian Scientists and Engineers at UC San Diego,SASE Study Jam,20241205T00:00:00Z                 12/05/2024 12:00 AM,Qualcomm Conference Center,$53.75,,20241024T18:32:05Z                     10/24/2024 6:32:05 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22702,United Taiwanese Association at UC San Diego,UTA Study Jam,20241204T00:00:00Z                 12/04/2024 12:00 AM,Price Center Red Shoe Room,$390.00,,20241025T10:28:05Z                     10/25/2024 10:28:05 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22704,Triton NeuroTech,Triton NeuroTech Project Showcase,20241203T00:00:00Z                 12/03/2024 12:00 AM,Price Center Ballroom AB,$490.26,,20241025T16:08:27Z                     10/25/2024 4:08:27 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22705,American Institute of Chemical Engineers (AIChE),Fall Study Jam,20241206T00:00:00Z                 12/06/2024 12:00 AM,SME 347,$195.00,,20241025T17:28:52Z                     10/25/2024 5:28:52 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22706,Mixed Student Union,Unwind Wk10,20241204T00:00:00Z                 12/04/2024 12:00 AM,Cross Cultural Center - Art Space,$258.60,,20241025T18:56:29Z                     10/25/2024 6:56:29 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22708,Animation Club,End of Fall GBM,20241206T00:00:00Z                 12/06/2024 12:00 AM,Bear Room,$351.24,,20241028T15:56:32Z                     10/28/2024 3:56:32 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22709,Boardgames and Boba @ UC San Diego,Board Game and Boba Game Night,20241202T00:00:00Z                 12/02/2024 12:00 AM,Ballroom West B,$641.03,,20241025T22:02:32Z                     10/25/2024 10:02:32 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22710,Stationery Club,Giftstravaganza,20241205T00:00:00Z                 12/05/2024 12:00 AM,Warren College Room,$396.77,,20241025T23:19:50Z                     10/25/2024 11:19:50 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22711,Institute of Electrical and Electronics Engineers (IEEE),Fall 2024 Quarterly Projects Showcase,20241206T00:00:00Z                 12/06/2024 12:00 AM,Qualcomm Conference Center,"$1,200.00",,20241025T23:08:28Z                     10/25/2024 11:08:28 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22712,Institute of Electrical and Electronics Engineers (IEEE),IEEE Study Jam w/ Boba,20241206T00:00:00Z                 12/06/2024 12:00 AM,Warren College Room - Price,$246.75,,20241025T23:21:40Z                     10/25/2024 11:21:40 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22715,Daughters of Triton,Daughters of Triton Fall Concert,20241208T00:00:00Z                 12/08/2024 12:00 AM,Price Center Theater,$500.00,,20241028T17:26:43Z                     10/28/2024 5:26:43 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22773,Rubik's Cube Club,World Cube Association at Noelani Elementary School and Manoa Public Library,20250124T00:00:00Z                 01/24/2025 12:00 AM,Noelani Elementary School and Manoa Public Library,"$1,195.20",,20241113T04:37:46Z                     11/13/2024 4:37:46 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22822,Mock Trial @ UC San Diego,"University of Nevada, Las Vegas and University of Southern California at Clark County Regional Justice Center",20250124T00:00:00Z                 01/24/2025 12:00 AM,Clark County Regional Justice Center,"$1,145.00",,20241117T12:10:43Z                     11/17/2024 12:10:43 PM,Final                                                                                                                                      Details
22823,Mock Trial @ UC San Diego,"California Polytechnic State University - San Luis Obispo ""Cal Poly SLO"" at Cal Poly SLO's Campus",20250124T00:00:00Z                 01/24/2025 12:00 AM,Cal Poly SLO's Campus,$455.00,,20241118T16:39:07Z                     11/18/2024 4:39:07 PM,Final                                                                                                                                      Details
22868,Tritones at UC San Diego,Contemporary A Cappella Society at El Segundo Performing Arts Center,20250214T00:00:00Z                 02/14/2025 12:00 AM,El Segundo Performing Arts Center,"$3,000.00",,20241124T15:48:51Z                     11/24/2024 3:48:51 PM,Final                                                                                                                                      Details
22877,Rubik's Cube Club,World Cube Association at Noelani Elementary School and Manoa Public Library,20250125T00:00:00Z                 01/25/2025 12:00 AM,Noelani Elementary School and Manoa Public Library,$787.64,,20241128T11:54:29Z                     11/28/2024 11:54:29 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22927,Nikkei Student Union,UCI at UCI Anteater Recreation Center,20250201T00:00:00Z                 02/01/2025 12:00 AM,UCI Anteater Recreation Center,$700.00,,20241206T20:41:23Z                     12/6/2024 8:41:23 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22963,Sitaare,Varisty Vocals - ICCA West Quarterfinal Competition at UC San Diego's Mandeville Auditorium,20250222T00:00:00Z                 02/22/2025 12:00 AM,UC San Diego's Mandeville Auditorium,$400.00,,20241217T13:00:15Z                     12/17/2024 1:00:15 PM,Final                                                                                                                                      Details
22964,Sitaare,Association of South Asian A Cappella (ASA) at Bovard Auditorium - University of Southern California,20250307T00:00:00Z                 03/07/2025 12:00 AM,Bovard Auditorium - University of Southern California,"$1,400.40",,20241224T15:38:01Z                     12/24/2024 3:38:01 PM,Final                                                                                                                                      Details
23012,Duly Noted,Varsity Vocals at Mandeville Auditorium,20250222T00:00:00Z                 02/22/2025 12:00 AM,Mandeville Auditorium,$400.00,,20250106T22:29:31Z                     1/6/2025 10:29:31 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
